Words			Original Roots		Predicted roots
कांशी		कांशी			कांशी
राम		राम			राम
को		को			को
नियमित		नियमित			नियमित
रूप		रूप			रूप
से		से			से
नशीली		नशीला			नशीला
दवाईयाँ		दवाईयाँ			दवाई
दी		दे			दे
जा		जा			जा
रही		रह			रह
हैं		है			है
,		COMMA			UNNNNNNNNNNNNNNNNN
जिसकी		जो			जो
वजह		वजह			वजह
से		से			से
वे		वह			वह
स्वयं		स्वयं			स्वयं
कुछ		कुछ			कुछ
बोल		बोल			बोल
पाने		पा			पा
और		और			और
मायावती		मायावती			मायावती
के		का			का
शिकंजे		शिकंजा			शिकंा
से		से			से
निकलने		निकल			निकल
में		में			में
असमर्थ		असमर्थ			असमर्थ
हैं		है			है
।		।			।
केंद्रीय		केंद्रीय			केंद्रीय
